Auction,VehicleAge,Make,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,IsBadBuy
OTHER,3,DODGE,AUTO,Covers,65855,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
MANHEIM,7,TOYOTA,AUTO,Covers,75574,ASIAN,MEDIUM,OTHER,6564,8555,0
ADESA,3,CHEVROLET,AUTO,Covers,81068,AMERICAN,LARGE,GM,8877,11125,0
OTHER,3,CHRYSLER,AUTO,Covers,72516,AMERICAN,MEDIUM,CHRYSLER,6097,6180,0
ADESA,7,CHRYSLER,AUTO,Covers,108091,AMERICAN,MEDIUM,CHRYSLER,3868,6243,0
OTHER,4,CHEVROLET,AUTO,Covers,53981,AMERICAN,LARGE,GM,5967,5439,0
MANHEIM,7,CHRYSLER,MANUAL,Alloy,45032,AMERICAN,MEDIUM,CHRYSLER,3967,7235,0
MANHEIM,3,FORD,AUTO,Covers,54804,AMERICAN,MEDIUM,FORD,9321,11415,0
ADESA,4,CHRYSLER,MANUAL,Covers,90127,AMERICAN,MEDIUM,CHRYSLER,5364,8319,0
MANHEIM,5,KIA,AUTO,Covers,68987,ASIAN,MEDIUM,OTHER,7371.82,8494.94,0
MANHEIM,2,CHEVROLET,AUTO,Covers,66791,AMERICAN,SPECIAL,GM,6966,10057,0
ADESA,4,KIA,AUTO,Alloy,64480,ASIAN,SMALL,OTHER,3902,3709,1
ADESA,4,CHRYSLER,AUTO,NULL,75395,AMERICAN,SPECIAL,CHRYSLER,8227,10061,1
ADESA,2,CHEVROLET,AUTO,Covers,50325,AMERICAN,SMALL,GM,7079,7458,0
MANHEIM,4,CHRYSLER,AUTO,Covers,73174,AMERICAN,MEDIUM,CHRYSLER,5223,5115,0
MANHEIM,2,FORD,AUTO,Alloy,94600,AMERICAN,SMALL,FORD,10259,12807,0
MANHEIM,2,CHRYSLER,AUTO,Covers,78088,AMERICAN,MEDIUM,CHRYSLER,9320,11923,0
MANHEIM,5,FORD,AUTO,Alloy,70693,AMERICAN,MEDIUM,FORD,5293,7050,0
OTHER,2,CHEVROLET,AUTO,Covers,67975,AMERICAN,MEDIUM,GM,10688,12362,0
OTHER,4,CHEVROLET,AUTO,Alloy,85784,AMERICAN,MEDIUM,GM,10780,9782,0
MANHEIM,4,KIA,AUTO,Alloy,71421,ASIAN,MEDIUM,OTHER,9619,11800,0
OTHER,2,DODGE,AUTO,Covers,59703,AMERICAN,SPECIAL,CHRYSLER,10622,13589,0
MANHEIM,3,PONTIAC,AUTO,Alloy,78514,AMERICAN,LARGE,GM,10063,11847,0
MANHEIM,5,JEEP,AUTO,Alloy,86943,AMERICAN,SMALL,CHRYSLER,7193,9108,0
ADESA,4,NISSAN,AUTO,Alloy,81937,ASIAN,SMALL,OTHER,9265,9465,0
MANHEIM,3,CHEVROLET,AUTO,Covers,86272,AMERICAN,SMALL,GM,6252,8373,0
OTHER,3,FORD,AUTO,Alloy,75879,AMERICAN,LARGE,FORD,9838,11988,0
OTHER,6,FORD,MANUAL,Alloy,80835,AMERICAN,SMALL,FORD,4140,3914,1
MANHEIM,3,PONTIAC,AUTO,Alloy,63746,AMERICAN,MEDIUM,GM,10375,12702,1
MANHEIM,3,CHRYSLER,AUTO,Covers,56374,AMERICAN,MEDIUM,CHRYSLER,8014,10300,0
ADESA,5,FORD,AUTO,Covers,76375,AMERICAN,SMALL,FORD,3905,3624,1
MANHEIM,3,FORD,AUTO,Alloy,84530,AMERICAN,LARGE,FORD,11072,12696,0
MANHEIM,9,DODGE,AUTO,Alloy,57591,AMERICAN,MEDIUM,CHRYSLER,4818,6678,0
MANHEIM,6,CHEVROLET,AUTO,Covers,93261,AMERICAN,LARGE,GM,4640,6195,0
OTHER,3,CHEVROLET,AUTO,Covers,65486,AMERICAN,SPECIAL,GM,8511,11465,0
MANHEIM,7,DODGE,AUTO,Covers,82308,AMERICAN,SPECIAL,CHRYSLER,4057,3671,1
MANHEIM,3,CHEVROLET,AUTO,Alloy,58377,AMERICAN,LARGE,GM,9088,8650,0
MANHEIM,3,PONTIAC,AUTO,Alloy,70099,AMERICAN,LARGE,GM,8343,11020,0
MANHEIM,4,CHRYSLER,AUTO,Covers,77657,AMERICAN,MEDIUM,CHRYSLER,6062,8490,0
MANHEIM,4,CHEVROLET,AUTO,Covers,76662,AMERICAN,LARGE,GM,6276,5986,1
ADESA,2,CHEVROLET,AUTO,Alloy,65342,AMERICAN,SPECIAL,GM,7371.82,8494.94,0
MANHEIM,2,DODGE,AUTO,Covers,63369,AMERICAN,MEDIUM,CHRYSLER,8184,10788,0
OTHER,3,FORD,AUTO,Covers,52606,AMERICAN,SPECIAL,FORD,6522,6157,0
OTHER,6,KIA,AUTO,Covers,79319,ASIAN,MEDIUM,OTHER,3481,5547,0
ADESA,6,FORD,AUTO,NULL,49276,AMERICAN,SPECIAL,FORD,4794,6796,1
MANHEIM,3,PONTIAC,AUTO,Covers,80527,AMERICAN,MEDIUM,GM,7903,9897,0
MANHEIM,5,HYUNDAI,AUTO,NULL,93524,ASIAN,SPECIAL,OTHER,6361,8556,1
MANHEIM,5,PONTIAC,AUTO,Alloy,79766,AMERICAN,MEDIUM,GM,6765,8382,1
MANHEIM,3,PONTIAC,AUTO,Alloy,72860,AMERICAN,SMALL,GM,7140,10399,0
MANHEIM,3,SUZUKI,AUTO,Covers,26200,ASIAN,MEDIUM,OTHER,5907,8580,1
MANHEIM,7,FORD,AUTO,Covers,59932,AMERICAN,SPECIAL,FORD,3072,2907,0
MANHEIM,3,CHEVROLET,AUTO,Covers,84030,AMERICAN,SPECIAL,GM,9138,11776,0
MANHEIM,2,CHRYSLER,AUTO,Covers,47442,AMERICAN,MEDIUM,CHRYSLER,6925,10090,0
MANHEIM,4,DODGE,AUTO,Alloy,48907,AMERICAN,SMALL,CHRYSLER,4305,4162,1
OTHER,3,KIA,AUTO,Alloy,66489,ASIAN,MEDIUM,OTHER,8336,11323,0
OTHER,1,CHRYSLER,AUTO,NULL,51342,AMERICAN,MEDIUM,CHRYSLER,7547,8095,0
MANHEIM,5,JEEP,MANUAL,Alloy,75130,AMERICAN,SMALL,CHRYSLER,6203,9567,1
ADESA,6,CHRYSLER,AUTO,Alloy,82305,AMERICAN,MEDIUM,CHRYSLER,4153,6408,1
MANHEIM,3,MAZDA,AUTO,Alloy,61890,ASIAN,MEDIUM,OTHER,9750,9614,0
OTHER,1,TOYOTA,AUTO,Covers,47488,ASIAN,MEDIUM,OTHER,11014,13409,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,72123,AMERICAN,MEDIUM,GM,7027,6496,0
ADESA,4,CHEVROLET,AUTO,Alloy,61149,AMERICAN,MEDIUM,GM,7127,6517,0
MANHEIM,3,DODGE,AUTO,Covers,61473,AMERICAN,MEDIUM,CHRYSLER,7877,10387,0
ADESA,5,NISSAN,MANUAL,Special,87408,ASIAN,MEDIUM,OTHER,6502,8938,0
OTHER,5,CHRYSLER,AUTO,Covers,71666,AMERICAN,SPECIAL,CHRYSLER,10663,12243,0
MANHEIM,4,FORD,AUTO,Covers,61192,AMERICAN,MEDIUM,FORD,6614,5478,0
MANHEIM,5,DODGE,AUTO,Covers,62001,AMERICAN,MEDIUM,CHRYSLER,4085,3684,0
MANHEIM,4,DODGE,AUTO,Alloy,52304,AMERICAN,MEDIUM,CHRYSLER,8168,10667,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,90731,AMERICAN,MEDIUM,GM,9542,11428,0
ADESA,4,FORD,AUTO,Covers,79671,AMERICAN,MEDIUM,FORD,8766,11484,0
MANHEIM,3,KIA,AUTO,Covers,59520,ASIAN,MEDIUM,OTHER,7095,9704,0
MANHEIM,3,CHEVROLET,AUTO,Covers,60326,AMERICAN,MEDIUM,GM,8104,11055,0
ADESA,4,CHEVROLET,AUTO,NULL,82633,AMERICAN,MEDIUM,GM,7371.82,8494.94,1
MANHEIM,4,FORD,AUTO,Alloy,88039,AMERICAN,SMALL,FORD,7299,6634,0
MANHEIM,5,SUZUKI,AUTO,Alloy,58283,ASIAN,MEDIUM,OTHER,3948,3515,0
OTHER,1,CHRYSLER,AUTO,Covers,48489,AMERICAN,MEDIUM,CHRYSLER,8517,9091,0
MANHEIM,3,TOYOTA,AUTO,Covers,72492,ASIAN,MEDIUM,OTHER,12400,14726,0
MANHEIM,4,KIA,AUTO,Covers,81918,ASIAN,SPECIAL,OTHER,8021,10182,0
OTHER,3,PONTIAC,AUTO,Covers,79215,AMERICAN,LARGE,GM,8447,7922,0
OTHER,2,DODGE,AUTO,Covers,48346,AMERICAN,MEDIUM,CHRYSLER,8258,11114,0
MANHEIM,7,MITSUBISHI,AUTO,Covers,61355,ASIAN,SMALL,OTHER,3795,5703,0
MANHEIM,5,KIA,AUTO,Alloy,78754,ASIAN,SMALL,OTHER,7660,11311,0
MANHEIM,2,CHEVROLET,AUTO,Covers,71711,AMERICAN,MEDIUM,GM,8340,8355,1
ADESA,2,SATURN,AUTO,Covers,48762,AMERICAN,MEDIUM,GM,8014,7989,0
ADESA,6,NISSAN,AUTO,NULL,72191,ASIAN,MEDIUM,OTHER,8356,10916,1
MANHEIM,7,MERCURY,AUTO,Alloy,67580,AMERICAN,MEDIUM,FORD,4321,6336,0
MANHEIM,4,PONTIAC,AUTO,Alloy,69582,AMERICAN,LARGE,GM,7646,9673,0
MANHEIM,4,FORD,AUTO,Alloy,96165,AMERICAN,LARGE,FORD,7518,9730,0
OTHER,2,CHEVROLET,AUTO,Covers,45875,AMERICAN,SMALL,GM,7868,10583,0
OTHER,5,DODGE,AUTO,Alloy,85004,AMERICAN,MEDIUM,CHRYSLER,12687,13758,0
MANHEIM,5,SATURN,AUTO,Alloy,59830,AMERICAN,MEDIUM,GM,5209,4789,0
OTHER,3,CHRYSLER,AUTO,Covers,51034,AMERICAN,MEDIUM,CHRYSLER,6781,9317,0
MANHEIM,5,CHEVROLET,AUTO,Special,87243,AMERICAN,LARGE,GM,5358,6922,0
MANHEIM,5,CHEVROLET,AUTO,Covers,74880,AMERICAN,LARGE,GM,7198,10592,0
OTHER,2,MAZDA,AUTO,Alloy,46422,ASIAN,MEDIUM,OTHER,11179,13404,0
ADESA,6,HYUNDAI,AUTO,Covers,63790,ASIAN,MEDIUM,OTHER,4129,6398,0
MANHEIM,8,DODGE,AUTO,Alloy,97688,AMERICAN,MEDIUM,CHRYSLER,2810,4456,0
ADESA,3,SUZUKI,AUTO,Covers,30308,ASIAN,MEDIUM,OTHER,5108,5125,0
ADESA,7,CHRYSLER,AUTO,Covers,84527,AMERICAN,SPECIAL,CHRYSLER,3967,6069,0
MANHEIM,8,CHEVROLET,AUTO,Alloy,70515,AMERICAN,MEDIUM,GM,5591,7837,0
MANHEIM,6,GMC,AUTO,Alloy,59587,AMERICAN,SMALL,GM,4666,4176,0
ADESA,4,DODGE,AUTO,Covers,69804,AMERICAN,SPECIAL,CHRYSLER,5434,5359,0
OTHER,4,TOYOTA,AUTO,Covers,76764,ASIAN,MEDIUM,OTHER,7427,9550,0
OTHER,6,FORD,AUTO,NULL,69482,AMERICAN,LARGE,FORD,6254,7947,1
MANHEIM,4,PONTIAC,AUTO,Covers,75961,AMERICAN,LARGE,GM,6920,6440,0
MANHEIM,4,PONTIAC,AUTO,Alloy,76733,AMERICAN,LARGE,GM,7943,9903,0
OTHER,5,DODGE,AUTO,Covers,89799,AMERICAN,SPECIAL,CHRYSLER,4612,6911,0
MANHEIM,5,BUICK,AUTO,Alloy,72693,AMERICAN,LARGE,GM,7371.82,8494.94,1
MANHEIM,9,FORD,AUTO,Alloy,81681,AMERICAN,MEDIUM,FORD,2621,4328,1
MANHEIM,4,FORD,AUTO,Alloy,69487,AMERICAN,SMALL,FORD,10889,13517,0
ADESA,3,CHEVROLET,AUTO,Covers,83493,AMERICAN,MEDIUM,GM,8830,11076,0
MANHEIM,3,CHEVROLET,AUTO,NULL,89822,AMERICAN,SMALL,GM,6327,8433,1
OTHER,4,NISSAN,AUTO,Alloy,93002,ASIAN,MEDIUM,OTHER,11001,12592,0
MANHEIM,6,FORD,AUTO,Alloy,74727,AMERICAN,MEDIUM,FORD,4250,6357,0
OTHER,2,CHRYSLER,AUTO,Covers,46333,AMERICAN,MEDIUM,CHRYSLER,7822,10431,0
MANHEIM,3,DODGE,AUTO,Covers,49452,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
ADESA,2,CHRYSLER,AUTO,Covers,51921,AMERICAN,MEDIUM,CHRYSLER,8141,8303,0
ADESA,7,FORD,AUTO,Alloy,94747,AMERICAN,LARGE,FORD,5117,7392,0
MANHEIM,6,CHRYSLER,AUTO,Covers,81624,AMERICAN,MEDIUM,CHRYSLER,4051,6048,0
ADESA,4,DODGE,AUTO,NULL,41379,AMERICAN,LARGE,CHRYSLER,11372,10373,1
OTHER,5,GMC,AUTO,Alloy,67697,AMERICAN,MEDIUM,GM,8794,11888,0
ADESA,4,CHRYSLER,AUTO,Covers,78724,AMERICAN,SPECIAL,CHRYSLER,10534,12911,0
MANHEIM,3,TOYOTA,AUTO,Covers,74400,ASIAN,MEDIUM,OTHER,11703,14617,0
MANHEIM,4,DODGE,AUTO,Alloy,51572,AMERICAN,LARGE,CHRYSLER,10634,9980,0
MANHEIM,3,CHEVROLET,AUTO,Covers,65111,AMERICAN,LARGE,GM,8834,10828,0
MANHEIM,4,NISSAN,AUTO,Covers,78687,ASIAN,MEDIUM,OTHER,8647,10691,0
OTHER,6,CHRYSLER,AUTO,Alloy,88651,AMERICAN,MEDIUM,CHRYSLER,3893,5891,0
MANHEIM,7,SATURN,MANUAL,Alloy,74243,AMERICAN,SMALL,GM,3267,3016,1
MANHEIM,4,JEEP,AUTO,Alloy,73376,AMERICAN,LARGE,CHRYSLER,14592,16594,0
ADESA,3,CHRYSLER,AUTO,Alloy,80399,AMERICAN,SPECIAL,CHRYSLER,10684,9304,0
ADESA,5,GMC,AUTO,Alloy,70042,AMERICAN,MEDIUM,GM,9653,9024,0
MANHEIM,8,DODGE,AUTO,Covers,55536,AMERICAN,SPECIAL,CHRYSLER,3070,2806,0
MANHEIM,3,CHEVROLET,AUTO,Covers,77324,AMERICAN,LARGE,GM,9111,11568,0
ADESA,4,PONTIAC,AUTO,Alloy,78710,AMERICAN,MEDIUM,GM,7588,9547,0
OTHER,5,FORD,AUTO,Alloy,58973,AMERICAN,SMALL,FORD,4966,7093,0
OTHER,1,CHRYSLER,AUTO,Covers,37909,AMERICAN,MEDIUM,CHRYSLER,7490,10645,0
MANHEIM,6,HYUNDAI,AUTO,Covers,83162,ASIAN,SMALL,OTHER,3293,5308,0
MANHEIM,3,CHRYSLER,AUTO,Covers,55920,AMERICAN,MEDIUM,CHRYSLER,6815,9221,0
OTHER,3,DODGE,AUTO,Covers,56373,AMERICAN,LARGE,CHRYSLER,11528,10792,0
MANHEIM,4,DODGE,AUTO,Alloy,93881,AMERICAN,MEDIUM,CHRYSLER,9791,11932,0
OTHER,8,CHRYSLER,AUTO,Alloy,83433,AMERICAN,MEDIUM,CHRYSLER,4094,5856,1
MANHEIM,3,FORD,AUTO,Alloy,87830,AMERICAN,LARGE,FORD,11054,12308,1
OTHER,3,CHEVROLET,AUTO,Alloy,83621,AMERICAN,LARGE,GM,10175,11853,0
ADESA,5,FORD,AUTO,Alloy,98429,AMERICAN,MEDIUM,FORD,5754,7771,0
ADESA,4,CHRYSLER,AUTO,Covers,67687,AMERICAN,SPECIAL,CHRYSLER,6325,5936,0
OTHER,5,CHEVROLET,AUTO,Alloy,90157,AMERICAN,LARGE,GM,10949,10658,0
MANHEIM,6,BUICK,AUTO,Alloy,61180,AMERICAN,MEDIUM,GM,6106,5624,1
OTHER,5,HYUNDAI,AUTO,Alloy,66815,ASIAN,MEDIUM,OTHER,8063,10245,0
ADESA,7,PONTIAC,AUTO,Covers,64139,AMERICAN,MEDIUM,GM,4673,6864,1
MANHEIM,4,DODGE,AUTO,Covers,87692,AMERICAN,SPECIAL,CHRYSLER,5631,5396,0
OTHER,1,DODGE,AUTO,Covers,52595,AMERICAN,MEDIUM,CHRYSLER,7506,8004,0
MANHEIM,7,SATURN,AUTO,Alloy,78487,AMERICAN,MEDIUM,GM,4333,6056,0
OTHER,2,CHRYSLER,AUTO,Covers,66075,AMERICAN,MEDIUM,CHRYSLER,7072,9906,0
ADESA,7,HYUNDAI,AUTO,Alloy,77511,ASIAN,MEDIUM,OTHER,3891,3449,1
MANHEIM,3,CHEVROLET,AUTO,Alloy,88458,AMERICAN,MEDIUM,GM,16232,20719,0
MANHEIM,3,KIA,AUTO,Covers,67545,ASIAN,MEDIUM,OTHER,5120,5253,0
OTHER,6,CHEVROLET,AUTO,Alloy,69045,AMERICAN,MEDIUM,GM,8958,8223,0
ADESA,6,FORD,AUTO,Alloy,93743,AMERICAN,MEDIUM,FORD,4425,4370,0
ADESA,3,HYUNDAI,AUTO,Covers,69860,ASIAN,MEDIUM,OTHER,6759,6250,0
OTHER,3,CHEVROLET,AUTO,Covers,93954,AMERICAN,MEDIUM,GM,7988,9584,0
MANHEIM,3,DODGE,AUTO,Covers,87974,AMERICAN,SPECIAL,CHRYSLER,8756,8599,0
OTHER,4,CHEVROLET,AUTO,Covers,86502,AMERICAN,SMALL,GM,5841,7761,0
MANHEIM,4,FORD,AUTO,Alloy,70465,AMERICAN,LARGE,FORD,12960,12056,0
ADESA,7,DODGE,AUTO,Covers,75479,AMERICAN,SPECIAL,CHRYSLER,3686,5834,0
MANHEIM,6,NISSAN,AUTO,Alloy,79189,ASIAN,MEDIUM,OTHER,7128,6979,0
MANHEIM,3,CHEVROLET,AUTO,Covers,80411,AMERICAN,MEDIUM,GM,7965,7872,0
MANHEIM,4,BUICK,AUTO,Covers,59203,AMERICAN,LARGE,GM,8933,8386,0
ADESA,4,CHEVROLET,AUTO,Covers,56446,AMERICAN,MEDIUM,GM,7794,9887,0
MANHEIM,2,CHEVROLET,AUTO,Covers,55253,AMERICAN,SMALL,GM,6996,9637,0
OTHER,7,FORD,AUTO,Covers,53863,AMERICAN,SMALL,FORD,3683,5861,0
MANHEIM,4,PONTIAC,AUTO,Covers,77669,AMERICAN,MEDIUM,GM,6426,8631,0
MANHEIM,5,DODGE,AUTO,Covers,60089,AMERICAN,MEDIUM,CHRYSLER,4085,3684,0
MANHEIM,4,CHEVROLET,AUTO,Covers,67961,AMERICAN,MEDIUM,GM,8683,10644,0
MANHEIM,2,TOYOTA,AUTO,Covers,78577,ASIAN,MEDIUM,OTHER,14511,17528,0
OTHER,1,DODGE,AUTO,Alloy,45857,AMERICAN,MEDIUM,CHRYSLER,7280,7866,0
OTHER,3,FORD,AUTO,Alloy,76016,AMERICAN,SMALL,FORD,13104,12315,0
MANHEIM,4,CHRYSLER,AUTO,Covers,85796,AMERICAN,SPECIAL,CHRYSLER,6351,5954,0
MANHEIM,4,DODGE,AUTO,Alloy,56740,AMERICAN,LARGE,CHRYSLER,12938,15226,0
MANHEIM,5,DODGE,AUTO,Alloy,74808,AMERICAN,SMALL,CHRYSLER,4049,6346,0
MANHEIM,3,CHRYSLER,AUTO,Alloy,88983,AMERICAN,MEDIUM,CHRYSLER,11110,10126,0
MANHEIM,7,FORD,AUTO,Alloy,81511,AMERICAN,MEDIUM,FORD,4889,6743,0
OTHER,4,DODGE,AUTO,Covers,72380,AMERICAN,MEDIUM,CHRYSLER,6046,7522,0
OTHER,2,FORD,AUTO,Alloy,85253,AMERICAN,LARGE,FORD,11646,10755,0
OTHER,5,CHRYSLER,AUTO,NULL,59823,AMERICAN,MEDIUM,CHRYSLER,8184,9969,1
MANHEIM,3,FORD,AUTO,Alloy,95492,AMERICAN,MEDIUM,FORD,18130,21815,0
MANHEIM,3,CHEVROLET,AUTO,Covers,69573,AMERICAN,MEDIUM,GM,7450,7316,0
OTHER,7,DODGE,AUTO,Covers,62593,AMERICAN,SPECIAL,CHRYSLER,4322,6280,0
MANHEIM,3,SATURN,MANUAL,Alloy,64133,AMERICAN,MEDIUM,GM,7018,6871,0
ADESA,4,CHEVROLET,AUTO,Covers,64180,AMERICAN,SMALL,GM,3958,3805,0
OTHER,4,HYUNDAI,AUTO,Covers,44610,ASIAN,SMALL,OTHER,3652,3361,0
MANHEIM,4,KIA,AUTO,Covers,44200,ASIAN,SMALL,OTHER,4863,7520,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,46309,AMERICAN,MEDIUM,GM,10139,9635,0
MANHEIM,4,FORD,AUTO,Alloy,86345,AMERICAN,MEDIUM,FORD,10136,12182,0
MANHEIM,6,FORD,AUTO,Alloy,89950,AMERICAN,MEDIUM,FORD,4563,5934,1
MANHEIM,6,FORD,AUTO,Alloy,57014,AMERICAN,LARGE,FORD,7278,7165,0
MANHEIM,2,CHEVROLET,AUTO,Covers,77653,AMERICAN,LARGE,GM,8517,8410,0
ADESA,5,DODGE,AUTO,Alloy,81316,AMERICAN,SPECIAL,CHRYSLER,6545,9461,0
MANHEIM,7,CHEVROLET,AUTO,Covers,57487,AMERICAN,SMALL,GM,3879,3419,1
OTHER,2,FORD,AUTO,Alloy,87968,AMERICAN,MEDIUM,FORD,12261,14331,0
ADESA,4,DODGE,AUTO,Covers,60935,AMERICAN,MEDIUM,CHRYSLER,4999,4780,0
ADESA,3,DODGE,AUTO,Covers,75745,AMERICAN,SPECIAL,CHRYSLER,10358,13142,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,74774,AMERICAN,MEDIUM,CHRYSLER,8346,8003,0
OTHER,2,CHRYSLER,AUTO,Covers,50776,AMERICAN,MEDIUM,CHRYSLER,9218,12024,0
ADESA,5,CHRYSLER,AUTO,Alloy,67039,AMERICAN,MEDIUM,CHRYSLER,7425,7462,0
OTHER,2,CHEVROLET,AUTO,Alloy,79138,AMERICAN,LARGE,GM,9727,9341,0
OTHER,2,CHRYSLER,AUTO,Covers,50993,AMERICAN,MEDIUM,CHRYSLER,7721,10426,0
MANHEIM,3,DODGE,AUTO,Alloy,73324,AMERICAN,MEDIUM,CHRYSLER,8856,10927,0
MANHEIM,3,DODGE,AUTO,Covers,64229,AMERICAN,SPECIAL,CHRYSLER,10795,13477,0
OTHER,3,DODGE,AUTO,Covers,53440,AMERICAN,SPECIAL,CHRYSLER,9564,9503,0
MANHEIM,7,FORD,AUTO,Alloy,67765,AMERICAN,SMALL,FORD,2911,2796,0
OTHER,1,DODGE,AUTO,Covers,42272,AMERICAN,MEDIUM,CHRYSLER,8187,8644,0
ADESA,3,CHRYSLER,AUTO,Covers,72215,AMERICAN,SPECIAL,CHRYSLER,11179,10716,0
MANHEIM,4,PONTIAC,AUTO,Alloy,88730,AMERICAN,MEDIUM,GM,6894,8641,0
MANHEIM,6,FORD,AUTO,Alloy,55433,AMERICAN,SMALL,FORD,7142,6437,1
ADESA,8,CHRYSLER,AUTO,Alloy,71930,AMERICAN,MEDIUM,CHRYSLER,4254,6356,1
MANHEIM,5,KIA,AUTO,Alloy,68865,ASIAN,MEDIUM,OTHER,3916,3914,0
MANHEIM,3,CHEVROLET,AUTO,Covers,88932,AMERICAN,MEDIUM,GM,7028,8689,0
MANHEIM,4,DODGE,AUTO,Covers,61895,AMERICAN,MEDIUM,CHRYSLER,8987,8625,0
ADESA,5,DODGE,AUTO,Covers,84148,AMERICAN,SMALL,CHRYSLER,3529,3484,1
MANHEIM,2,DODGE,AUTO,Alloy,87516,AMERICAN,MEDIUM,CHRYSLER,10068,12694,0
MANHEIM,5,CHRYSLER,AUTO,Alloy,72484,AMERICAN,MEDIUM,CHRYSLER,7525,7561,0
MANHEIM,4,MITSUBISHI,AUTO,Alloy,51373,ASIAN,MEDIUM,OTHER,7104,9328,0
MANHEIM,3,SUZUKI,AUTO,Covers,54348,ASIAN,SMALL,OTHER,4602,4598,0
MANHEIM,3,CHEVROLET,AUTO,Covers,68794,AMERICAN,MEDIUM,GM,7369,7130,0
MANHEIM,6,CHEVROLET,AUTO,Covers,85742,AMERICAN,SPECIAL,GM,7371.82,8494.94,0
ADESA,4,PONTIAC,AUTO,Alloy,87567,AMERICAN,LARGE,GM,7448,7309,0
MANHEIM,2,FORD,AUTO,Alloy,68059,AMERICAN,MEDIUM,FORD,13049,11937,0
OTHER,7,CHEVROLET,AUTO,NULL,92423,AMERICAN,MEDIUM,GM,4191,5946,1
ADESA,8,BUICK,AUTO,Alloy,75479,AMERICAN,MEDIUM,GM,5273,6385,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,56619,AMERICAN,MEDIUM,CHRYSLER,5185,4847,0
MANHEIM,3,TOYOTA,AUTO,Covers,30657,ASIAN,MEDIUM,OTHER,11712,14971,1
OTHER,4,DODGE,AUTO,Alloy,94620,AMERICAN,MEDIUM,CHRYSLER,13251,15521,0
OTHER,4,DODGE,AUTO,Alloy,94878,AMERICAN,LARGE,CHRYSLER,13345,15501,0
OTHER,4,CHEVROLET,AUTO,Covers,88439,AMERICAN,MEDIUM,GM,6607,6238,0
OTHER,2,CHEVROLET,AUTO,NULL,47689,AMERICAN,SMALL,GM,7810,10376,0
MANHEIM,4,FORD,AUTO,Alloy,83109,AMERICAN,MEDIUM,FORD,8199,10810,0
MANHEIM,3,CHEVROLET,AUTO,Covers,74350,AMERICAN,LARGE,GM,8666,8277,0
OTHER,3,SATURN,AUTO,Covers,85130,AMERICAN,MEDIUM,GM,7413,9546,0
MANHEIM,6,FORD,AUTO,Covers,60341,AMERICAN,MEDIUM,FORD,4158,6286,0
MANHEIM,3,DODGE,AUTO,Alloy,67322,AMERICAN,MEDIUM,CHRYSLER,7457,10233,0
MANHEIM,6,SATURN,AUTO,Alloy,67125,AMERICAN,MEDIUM,GM,4947,6867,1
ADESA,3,FORD,AUTO,Alloy,77396,AMERICAN,MEDIUM,FORD,6214,5887,0
MANHEIM,5,PONTIAC,AUTO,Covers,73455,AMERICAN,SMALL,GM,4535,4243,0
ADESA,6,FORD,AUTO,Alloy,51643,AMERICAN,SMALL,FORD,3488,3475,1
ADESA,9,FORD,AUTO,Alloy,95558,AMERICAN,SMALL,FORD,2669,4031,1
MANHEIM,5,JEEP,AUTO,Alloy,96451,AMERICAN,MEDIUM,CHRYSLER,11419,13763,0
MANHEIM,5,DODGE,AUTO,Alloy,70823,AMERICAN,SPECIAL,CHRYSLER,7531,9318,0
MANHEIM,4,PONTIAC,AUTO,Alloy,93806,AMERICAN,MEDIUM,GM,7120,9411,0
MANHEIM,3,CHRYSLER,AUTO,Covers,39865,AMERICAN,MEDIUM,CHRYSLER,5865,5570,0
MANHEIM,5,DODGE,AUTO,Covers,71453,AMERICAN,LARGE,CHRYSLER,7319,7048,0
MANHEIM,3,DODGE,AUTO,Alloy,79713,AMERICAN,SPECIAL,CHRYSLER,10968,10145,0
MANHEIM,3,CHRYSLER,AUTO,Alloy,52923,AMERICAN,MEDIUM,CHRYSLER,11915,11510,0
MANHEIM,4,PONTIAC,AUTO,Alloy,84258,AMERICAN,LARGE,GM,7412,9285,0
MANHEIM,7,CHEVROLET,AUTO,Alloy,81396,AMERICAN,MEDIUM,GM,6786,9093,0
MANHEIM,6,PONTIAC,AUTO,Covers,74571,AMERICAN,LARGE,GM,5672,7585,0
OTHER,5,DODGE,AUTO,Alloy,79224,AMERICAN,LARGE,CHRYSLER,12295,14414,1
ADESA,5,CHEVROLET,AUTO,Alloy,70262,AMERICAN,LARGE,GM,11552,15044,0
MANHEIM,2,DODGE,AUTO,Covers,70265,AMERICAN,LARGE,CHRYSLER,14044,13514,0
MANHEIM,7,SATURN,MANUAL,Covers,87897,AMERICAN,MEDIUM,GM,3733,5245,0
OTHER,3,DODGE,AUTO,Covers,75090,AMERICAN,SPECIAL,CHRYSLER,8265,7555,0
