@relation 'train_dataset_4_unbalanced_normalized-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,4,5,7,8,9,18,20,22-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute Auction {MANHEIM,OTHER,ADESA}
@attribute VehicleAge numeric
@attribute Make {CHEVROLET,KIA,DODGE,FORD,SUZUKI,HONDA,CHRYSLER,NISSAN,MAZDA,SATURN,PONTIAC,MITSUBISHI,JEEP,TOYOTA,HYUNDAI,BUICK,GMC,MERCURY,SCION,ISUZU,OLDSMOBILE,VOLKSWAGEN,ACURA,INFINITI,VOLVO,MINI,SUBARU,LINCOLN,LEXUS,CADILLAC,PLYMOUTH}
@attribute Transmission {AUTO,MANUAL,NULL,Manual}
@attribute WheelType {Covers,Alloy,Special,NULL}
@attribute VehOdo numeric
@attribute Nationality {AMERICAN,ASIAN,OTHER,NULL}
@attribute Size {MEDIUM,SPECIAL,SMALL,LARGE,NULL}
@attribute TopThreeAmericanName {GM,OTHER,CHRYSLER,FORD,NULL}
@attribute MMRAcquisitionAuctionAveragePrice numeric
@attribute MMRAcquisitionAuctionCleanPrice numeric
@attribute MMRAcquisitionRetailAveragePrice numeric
@attribute MMRAcquisitonRetailCleanPrice numeric
@attribute MMRCurrentAuctionAveragePrice numeric
@attribute MMRCurrentAuctionCleanPrice numeric
@attribute MMRCurrentRetailAveragePrice numeric
@attribute MMRCurrentRetailCleanPrice numeric
@attribute VNST {VA,FL,TX,NC,IL,CA,AZ,CO,OK,PA,NJ,TN,IN,SC,MO,OR,GA,IA,KY,UT,MD,AL,WV,OH,AR,LA,NM,NH,MA,WA,NV,MS,MN,NE,ID,MI,NY}
@attribute VehBCost numeric
@attribute IsOnlineSale {0,1}
@attribute WarrantyCost numeric
@attribute IsBadBuy {0,1}

@data
MANHEIM,0.666667,PONTIAC,AUTO,Alloy,0.481784,AMERICAN,MEDIUM,GM,0.05362,0.072716,0.053608,0.070568,0.067406,0.087557,0.06739,0.08589,FL,0.096698,0,0.213758,0
ADESA,0.666667,NISSAN,AUTO,NULL,0.810897,ASIAN,MEDIUM,OTHER,0.118864,0.125534,0.118857,0.121823,0.1317,0.13953,0.131689,0.136879,TN,0.104102,0,0.065094,0
MANHEIM,0.666667,FORD,AUTO,Alloy,0.826272,AMERICAN,MEDIUM,FORD,0.054366,0.075902,0.054352,0.073656,0.073883,0.094541,0.127943,0.133557,CA,0.071059,0,0.126634,0
MANHEIM,0.555556,CHEVROLET,AUTO,Alloy,0.643266,AMERICAN,MEDIUM,GM,0.104082,0.129251,0.10408,0.125439,0.111363,0.136972,0.111338,0.134381,TN,0.124989,0,0.115122,0
ADESA,0.333333,CHEVROLET,AUTO,Covers,0.411635,AMERICAN,SMALL,GM,0.098743,0.117682,0.169116,0.18212,0.142421,0.169146,0.198292,0.217223,TX,0.110291,0,0.029704,0
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.691547,AMERICAN,LARGE,GM,0.180866,0.202219,0.237183,0.249247,0.223149,0.248068,0.294466,0.323698,FL,0.1619,0,0.240193,0
MANHEIM,0.444444,DODGE,AUTO,Alloy,0.630541,AMERICAN,MEDIUM,CHRYSLER,0.216918,0.242517,0.216904,0.235359,0.228326,0.25464,0.228307,0.249825,FL,0.191738,0,0.131751,0
MANHEIM,0.333333,FORD,AUTO,Alloy,0.505032,AMERICAN,LARGE,FORD,0.168121,0.207892,0.168106,0.201758,0.159732,0.185343,0.235012,0.256146,CA,0.166873,0,0.120949,0
ADESA,0.222222,KIA,AUTO,Covers,0.336066,ASIAN,MEDIUM,OTHER,0.226362,0.232233,0.27697,0.275213,0.21868,0.229726,0.300359,0.311657,FL,0.171846,0,0.022882,0
OTHER,0.555556,CHEVROLET,AUTO,Alloy,0.773861,AMERICAN,LARGE,GM,0.264424,0.310678,0.264425,0.301507,0.291036,0.338072,0.291035,0.331693,CA,0.20069,0,0.206936,0
ADESA,0.333333,MERCURY,AUTO,Covers,0.32125,AMERICAN,MEDIUM,FORD,0.274614,0.298242,0.335575,0.33232,0.24476,0.273037,0.315052,0.330669,CA,0.18345,0,0.022882,0
MANHEIM,0.333333,DODGE,AUTO,Covers,0.693197,AMERICAN,SPECIAL,CHRYSLER,0.238992,0.266048,0.23899,0.258212,0.250078,0.277795,0.250072,0.272559,PA,0.175824,0,0.147953,0
OTHER,0.555556,PONTIAC,AUTO,Alloy,0.293339,AMERICAN,MEDIUM,GM,0.071617,0.097756,0.071601,0.094877,0.09111,0.112746,0.091092,0.110623,SC,0.123221,0,0.068078,0
MANHEIM,0.555556,DODGE,AUTO,Alloy,0.666243,AMERICAN,LARGE,CHRYSLER,0.222918,0.268647,0.359468,0.423154,0.214466,0.260525,0.299599,0.34216,TX,0.233622,0,0.065094,0
MANHEIM,0.555556,FORD,AUTO,Covers,0.398685,AMERICAN,MEDIUM,FORD,0.071675,0.097309,0.138738,0.149071,0.087857,0.117283,0.151175,0.177526,CA,0.131067,0,0.032831,0
ADESA,0.333333,SUZUKI,AUTO,Covers,0.517305,ASIAN,MEDIUM,OTHER,0.124089,0.13702,0.196917,0.213887,0.142477,0.159027,0.200388,0.219796,FL,0.11438,0,0.010091,0
MANHEIM,0.888889,CHRYSLER,AUTO,Covers,0.678976,AMERICAN,MEDIUM,CHRYSLER,0.047247,0.065087,0.047229,0.063159,0.058694,0.076227,0.058694,0.074773,FL,0.079016,0,0.190591,0
OTHER,0.555556,CHEVROLET,AUTO,Covers,0.376042,AMERICAN,MEDIUM,GM,0.105402,0.145209,0.164385,0.201883,0.099115,0.127568,0.158299,0.175752,CA,0.121011,0,0.052871,0
MANHEIM,0.333333,CHEVROLET,AUTO,Alloy,0.76827,AMERICAN,MEDIUM,GM,0.143837,0.175223,0.214724,0.235886,0.183577,0.214657,0.248867,0.271235,TX,0.119132,0,0.145395,0
MANHEIM,0.666667,DODGE,AUTO,Alloy,0.817074,AMERICAN,LARGE,CHRYSLER,0.023308,0.052539,0.023309,0.050979,0.037536,0.067702,0.037532,0.066404,NV,0.083105,0,0.27004,0
MANHEIM,0.444444,DODGE,AUTO,Alloy,0.469249,AMERICAN,MEDIUM,CHRYSLER,0.126127,0.142638,0.186924,0.188423,0.115436,0.134002,0.17878,0.190741,TX,0.12952,0,0.088687,0
MANHEIM,0.666667,BUICK,AUTO,Alloy,0.517648,AMERICAN,MEDIUM,GM,0.064097,0.092251,0.06408,0.089528,0.07773,0.106778,0.077709,0.104752,CA,0.08852,0,0.219016,0
OTHER,0.333333,BUICK,AUTO,Alloy,0.751713,AMERICAN,LARGE,GM,0.390436,0.442808,0.479176,0.529809,0.390094,0.439929,0.460386,0.488808,KY,0.220029,0,0.129477,0
MANHEIM,0.777778,BUICK,AUTO,Alloy,0.513707,AMERICAN,LARGE,GM,0.094207,0.114719,0.094193,0.111326,0.113343,0.142472,0.113329,0.139777,NC,0.11438,0,0.246731,0
OTHER,0.222222,FORD,AUTO,Covers,0.664863,AMERICAN,SPECIAL,FORD,0.164619,0.205936,0.264478,0.283149,0.201171,0.27609,0.277782,0.378885,AL,0.121011,0,0.14838,0
MANHEIM,0.333333,FORD,AUTO,Alloy,0.675802,AMERICAN,MEDIUM,FORD,0.205666,0.230696,0.269635,0.282672,0.240149,0.275897,0.307116,0.320176,GA,0.181018,1,0.048465,0
MANHEIM,0.777778,MERCURY,AUTO,Alloy,0.816741,AMERICAN,MEDIUM,FORD,0.079138,0.102758,0.142246,0.160773,0.075694,0.101554,0.13326,0.155341,NC,0.083989,0,0.126634,0
MANHEIM,0.666667,SATURN,AUTO,NULL,0.514726,AMERICAN,MEDIUM,GM,0.074889,0.093285,0.07487,0.090532,0.09671,0.124213,0.149944,0.162636,SC,0.131067,0,0.177516,0
MANHEIM,0.333333,DODGE,AUTO,Alloy,0.639947,AMERICAN,SPECIAL,CHRYSLER,0.250129,0.302742,0.250126,0.293822,0.261053,0.313901,0.261046,0.307984,FL,0.152617,0,0.165009,0
MANHEIM,1,CHRYSLER,AUTO,Covers,0.840169,AMERICAN,MEDIUM,CHRYSLER,0.043143,0.056647,0.088771,0.10103,0.063644,0.087997,0.110029,0.128835,PA,0.086089,0,0.208641,0
MANHEIM,0.777778,DODGE,AUTO,Alloy,0.639911,AMERICAN,SPECIAL,CHRYSLER,0.102159,0.123634,0.184478,0.210874,0.112494,0.137192,0.181242,0.202233,CA,0.134935,0,0.207646,0
OTHER,0.222222,DODGE,AUTO,Covers,0.421789,AMERICAN,MEDIUM,CHRYSLER,0.150508,0.175944,0.187108,0.205588,0.213221,0.228159,0.278044,0.282627,OK,0.156374,0,0.041501,0
MANHEIM,0.444444,FORD,AUTO,Alloy,0.609972,AMERICAN,MEDIUM,FORD,0.164447,0.186373,0.164439,0.180889,0.188159,0.21221,0.188156,0.208204,NM,0.143113,0,0.181637,0
OTHER,0.111111,DODGE,AUTO,Covers,0.313783,AMERICAN,MEDIUM,CHRYSLER,0.22972,0.233072,0.309023,0.298217,0.250955,0.257418,0.318666,0.317453,OK,0.189528,0,0.042638,0
MANHEIM,0.666667,CHEVROLET,AUTO,Alloy,0.581692,AMERICAN,SPECIAL,GM,0.11941,0.154263,0.193781,0.231467,0.122875,0.167826,0.207669,0.249825,MS,0.130736,0,0.490051,0
OTHER,0.333333,CHEVROLET,AUTO,Alloy,0.541292,AMERICAN,LARGE,GM,0.202021,0.229662,0.278166,0.296735,0.245099,0.273202,0.309028,0.32902,TX,0.171846,0,0.176379,0
OTHER,0.333333,CHEVROLET,AUTO,Covers,0.534015,AMERICAN,SPECIAL,GM,0.188817,0.205824,0.267163,0.277825,0.189998,0.203465,0.264425,0.268062,CA,0.176266,0,0.190307,0
OTHER,0.111111,DODGE,AUTO,Covers,0.384654,AMERICAN,MEDIUM,CHRYSLER,0.17059,0.1769,0.258738,0.255776,0.202387,0.214024,0.253136,0.259743,OK,0.136482,0,0.032831,0
OTHER,0.222222,DODGE,AUTO,Covers,0.447832,AMERICAN,MEDIUM,CHRYSLER,0.184569,0.193667,0.250365,0.247388,0.209544,0.21276,0.274063,0.267413,OK,0.151954,0,0.041501,0
MANHEIM,0.333333,CHRYSLER,AUTO,Covers,0.449446,AMERICAN,MEDIUM,CHRYSLER,0.125294,0.149876,0.125289,0.145455,0.128674,0.146212,0.203792,0.213351,NC,0.131951,0,0.088687,0
ADESA,0.222222,CHRYSLER,AUTO,Alloy,0.657577,AMERICAN,MEDIUM,CHRYSLER,0.269619,0.333706,0.269608,0.323857,0.26357,0.300646,0.26356,0.294969,TX,0.174056,0,0.198266,0
MANHEIM,0.555556,CHEVROLET,AUTO,Covers,0.608908,AMERICAN,SMALL,GM,0.095155,0.118296,0.146286,0.164038,0.10463,0.123168,0.171001,0.183821,FL,0.119905,0,0.048465,0
MANHEIM,0.333333,DODGE,AUTO,Covers,0.489927,AMERICAN,MEDIUM,CHRYSLER,0.131925,0.15049,0.131907,0.146057,0.152293,0.164939,0.152275,0.161812,MD,0.11217,0,0.088687,0
MANHEIM,0.555556,FORD,AUTO,Alloy,0.641426,AMERICAN,SMALL,FORD,0.131896,0.18179,0.13188,0.176419,0.144542,0.194885,0.144522,0.191191,FL,0.138692,0,0.131751,0
MANHEIM,0.555556,FORD,AUTO,Covers,0.795666,AMERICAN,SMALL,FORD,0.077961,0.099517,0.155216,0.158764,0.104574,0.129108,0.162856,0.185745,FL,0.097803,0,0.124929,0
MANHEIM,1,CHEVROLET,AUTO,NULL,0.621244,AMERICAN,LARGE,GM,0.096217,0.122628,0.148571,0.161301,0.097955,0.122398,0.150179,0.163386,FL,0.134272,0,0.257533,0
OTHER,0.111111,DODGE,AUTO,Covers,0.380893,AMERICAN,MEDIUM,CHRYSLER,0.197371,0.207389,0.197369,0.201281,0.210619,0.217737,0.284435,0.27903,OK,0.167426,0,0.052871,0
ADESA,0.444444,DODGE,AUTO,Alloy,0.558363,AMERICAN,LARGE,CHRYSLER,0.133331,0.155744,0.133316,0.151155,0.145956,0.169256,0.145936,0.166059,NC,0.140571,0,0.051592,0
ADESA,0.222222,SUZUKI,AUTO,Covers,0.336417,ASIAN,MEDIUM,OTHER,0.110196,0.128525,0.178445,0.193872,0.135208,0.149649,0.201121,0.207455,TX,0.116701,0,0.002843,0
MANHEIM,0.333333,PONTIAC,AUTO,Covers,0.615527,AMERICAN,MEDIUM,GM,0.170963,0.205517,0.17095,0.199448,0.166492,0.19835,0.16647,0.194614,CA,0.137808,0,0.081865,0
MANHEIM,0.444444,HYUNDAI,AUTO,Alloy,0.720106,ASIAN,MEDIUM,OTHER,0.118864,0.141184,0.193462,0.206002,0.122762,0.149979,0.179094,0.208529,AZ,0.126978,0,0.018761,0
OTHER,0.555556,CADILLAC,AUTO,Alloy,0.694937,AMERICAN,MEDIUM,GM,0.256817,0.300981,0.256797,0.292115,0.27381,0.32336,0.273801,0.317253,AZ,0.20931,0,0.277146,0
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.427903,AMERICAN,MEDIUM,GM,0.153625,0.177906,0.153621,0.172652,0.154188,0.174728,0.154187,0.17143,AZ,0.138692,0,0.07689,0
OTHER,0.111111,DODGE,AUTO,Covers,0.387629,AMERICAN,MEDIUM,CHRYSLER,0.209886,0.222676,0.209887,0.216123,0.221396,0.235116,0.221393,0.230689,OK,0.178477,0,0.052871,0
MANHEIM,0.555556,CHRYSLER,AUTO,Alloy,0.679652,AMERICAN,MEDIUM,CHRYSLER,0.131035,0.158511,0.184478,0.210799,0.125308,0.149099,0.192504,0.209753,FL,0.15969,0,0.147953,0
OTHER,0.111111,KIA,AUTO,Covers,0.341783,ASIAN,MEDIUM,OTHER,0.24258,0.255065,0.242578,0.247539,0.253614,0.266987,0.253608,0.261942,FL,0.171846,0,0.022882,0
MANHEIM,0.555556,NISSAN,AUTO,Covers,0.66948,ASIAN,SMALL,OTHER,0.089156,0.110136,0.161355,0.173581,0.120895,0.146102,0.178466,0.209004,AZ,0.127641,0,0.015208,0
MANHEIM,0.222222,CHEVROLET,AUTO,Covers,0.647738,AMERICAN,SPECIAL,GM,0.173977,0.197748,0.17398,0.191914,0.20663,0.215592,0.289673,0.29282,CA,0.158253,0,0.231524,0
MANHEIM,0.222222,CHEVROLET,AUTO,Covers,0.607285,AMERICAN,LARGE,GM,0.200844,0.21826,0.292412,0.295856,0.210817,0.225767,0.289201,0.290846,NC,0.180908,0,0.214895,0
MANHEIM,0.333333,CHRYSLER,AUTO,Alloy,0.615734,AMERICAN,MEDIUM,CHRYSLER,0.121706,0.146997,0.121701,0.142667,0.095805,0.105129,0.162777,0.17083,AZ,0.124105,0,0.115122,0
MANHEIM,0.444444,CHEVROLET,AUTO,Alloy,0.451259,AMERICAN,SMALL,GM,0.107555,0.126233,0.162498,0.178729,0.144288,0.165241,0.198319,0.215499,GA,0.135267,0,0.029704,0
MANHEIM,0.444444,CHRYSLER,AUTO,Alloy,0.611496,AMERICAN,SPECIAL,CHRYSLER,0.203944,0.230948,0.203934,0.224134,0.208865,0.228681,0.285666,0.301814,TX,0.211078,0,0.131751,0
ADESA,0.555556,DODGE,AUTO,Alloy,0.755348,AMERICAN,SMALL,CHRYSLER,0.041535,0.056815,0.041515,0.055148,0.050123,0.070947,0.050103,0.069601,CA,0.070838,0,0.037095,0
MANHEIM,0.555556,DODGE,AUTO,Alloy,0.500902,AMERICAN,MEDIUM,CHRYSLER,0.088668,0.105944,0.146365,0.156128,0.105026,0.123498,0.165868,0.179399,NV,0.113385,1,0.107021,0
MANHEIM,0.444444,DODGE,AUTO,Covers,0.717085,AMERICAN,SPECIAL,CHRYSLER,0.202308,0.232652,0.28808,0.30565,0.246966,0.283184,0.304602,0.327696,AZ,0.22445,0,0.147953,0
MANHEIM,0.666667,DODGE,AUTO,Alloy,0.849241,AMERICAN,LARGE,CHRYSLER,0.136977,0.167007,0.136957,0.162079,0.165813,0.207727,0.165789,0.203807,TX,0.178145,0,0.126634,0
ADESA,0.444444,CHEVROLET,AUTO,Alloy,0.668164,AMERICAN,MEDIUM,GM,0.167719,0.201828,0.237794,0.257936,0.183577,0.214657,0.248867,0.271235,FL,0.138692,0,0.115122,0
OTHER,0.111111,DODGE,AUTO,Alloy,0.360152,AMERICAN,MEDIUM,CHRYSLER,0.172484,0.177095,0.25196,0.246936,0.213051,0.223594,0.26618,0.268137,CA,0.147644,0,0.032831,0
MANHEIM,0.333333,PONTIAC,AUTO,Alloy,0.607113,AMERICAN,LARGE,GM,0.201332,0.232596,0.27992,0.298041,0.211015,0.244548,0.269794,0.293295,AZ,0.147533,0,0.214895,0
MANHEIM,0.777778,HYUNDAI,AUTO,Covers,0.67839,ASIAN,SMALL,OTHER,0.027614,0.042199,0.087894,0.125766,0.045795,0.060058,0.105288,0.114745,FL,0.076695,0,0.116686,0
OTHER,0.111111,DODGE,AUTO,Covers,0.372624,AMERICAN,MEDIUM,CHRYSLER,0.209886,0.222676,0.209887,0.216123,0.221396,0.235116,0.221393,0.230689,VA,0.174056,0,0.052871,0
ADESA,0.444444,DODGE,AUTO,Covers,0.737898,AMERICAN,SPECIAL,CHRYSLER,0.209771,0.237571,0.287043,0.317253,0.224988,0.258765,0.30159,0.319002,OH,0.167315,0,0.147953,0
MANHEIM,0.444444,CHRYSLER,MANUAL,Covers,0.344362,AMERICAN,MEDIUM,CHRYSLER,0.11453,0.135483,0.181316,0.194852,0.112635,0.129053,0.190723,0.197312,TX,0.127641,1,0.072911,0
OTHER,1,PONTIAC,AUTO,Alloy,0.55903,AMERICAN,SPECIAL,GM,0.036282,0.056591,0.094751,0.117002,0.052499,0.06344,0.102145,0.125087,FL,0.085978,0,0.532689,0
OTHER,0.222222,CHRYSLER,AUTO,Alloy,0.555252,AMERICAN,MEDIUM,CHRYSLER,0.199667,0.238325,0.199654,0.231291,0.222131,0.26267,0.222126,0.25772,SC,0.169636,0,0.093235,0
MANHEIM,0.333333,CHRYSLER,AUTO,Covers,0.545585,AMERICAN,MEDIUM,CHRYSLER,0.218066,0.239276,0.218047,0.23222,0.23206,0.255108,0.232053,0.2503,FL,0.168089,0,0.107021,0
MANHEIM,1,SATURN,AUTO,Covers,0.598429,AMERICAN,MEDIUM,GM,0.044377,0.060001,0.091508,0.099146,0.052047,0.071222,0.101464,0.112671,GA,0.127531,0,0.191018,0
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.312286,AMERICAN,SMALL,GM,0.092428,0.111925,0.16691,0.175364,0.110259,0.127375,0.176737,0.182247,FL,0.120347,0,0.017055,0
OTHER,0.444444,VOLVO,MANUAL,Alloy,0.631425,OTHER,SPECIAL,OTHER,0.150508,0.175944,0.187108,0.205588,0.250757,0.288079,0.317514,0.344109,TX,0.201574,0,0.214895,0
MANHEIM,0.444444,DODGE,AUTO,Alloy,0.533203,AMERICAN,SPECIAL,CHRYSLER,0.152678,0.189028,0.230272,0.250628,0.15597,0.202035,0.251932,0.286999,NC,0.163005,0,0.134878,0
MANHEIM,0.555556,FORD,AUTO,Covers,0.729097,AMERICAN,MEDIUM,FORD,0.069981,0.096834,0.135787,0.156178,0.088168,0.115908,0.146198,0.1782,TX,0.091504,0,0.074048,0
MANHEIM,0.444444,KIA,AUTO,Covers,0.668849,ASIAN,SMALL,OTHER,0.043286,0.064109,0.043269,0.06223,0.059938,0.073945,0.126372,0.139752,TX,0.075922,0,0.015208,0
MANHEIM,0.333333,CHRYSLER,AUTO,Covers,0.74137,AMERICAN,MEDIUM,CHRYSLER,0.172915,0.193891,0.235083,0.251833,0.180833,0.21034,0.252534,0.305036,FL,0.135046,0,0.111001,0
OTHER,0.555556,FORD,AUTO,Alloy,0.732614,AMERICAN,SPECIAL,FORD,0.090677,0.121398,0.090658,0.11783,0.086103,0.101196,0.08609,0.099281,AZ,0.101118,0,0.16643,0
ADESA,0.444444,DODGE,AUTO,Alloy,0.728502,AMERICAN,MEDIUM,CHRYSLER,0.27028,0.333063,0.351203,0.384857,0.243572,0.251836,0.321862,0.318377,NC,0.218593,0,0.147953,0
ADESA,0.444444,CHEVROLET,AUTO,Alloy,0.705137,AMERICAN,MEDIUM,GM,0.186922,0.214403,0.186924,0.208086,0.219812,0.249306,0.219795,0.244604,FL,0.137145,0,0.147953,0
MANHEIM,0.333333,MERCURY,AUTO,Alloy,0.849764,AMERICAN,LARGE,FORD,0.220679,0.276584,0.220678,0.268433,0.237349,0.295834,0.237343,0.290247,FL,0.129851,0,0.18647,0
MANHEIM,0.555556,NISSAN,AUTO,Covers,0.738133,ASIAN,MEDIUM,OTHER,0.146593,0.16941,0.212066,0.230261,0.157412,0.180228,0.230036,0.246178,TX,0.143665,0,0.037095,0
ADESA,0.444444,SATURN,AUTO,Covers,0.596021,AMERICAN,MEDIUM,GM,0.097336,0.113546,0.097329,0.110196,0.112635,0.135075,0.112621,0.132507,NC,0.087967,0,0.048465,0
ADESA,0.444444,CHRYSLER,AUTO,Covers,0.639144,AMERICAN,MEDIUM,CHRYSLER,0.097279,0.115893,0.097276,0.112481,0.110429,0.130043,0.110421,0.127586,GA,0.108854,0,0.131751,0
ADESA,0.333333,PONTIAC,AUTO,Alloy,0.431753,AMERICAN,LARGE,GM,0.163701,0.189168,0.163694,0.183601,0.19905,0.227251,0.199026,0.222969,TX,0.165105,0,0.147527,0
MANHEIM,0.333333,FORD,AUTO,Alloy,0.498205,AMERICAN,MEDIUM,FORD,0.248149,0.274208,0.306445,0.320392,0.282098,0.310711,0.333595,0.347457,TX,0.171514,0,0.037806,0
ADESA,0.444444,FORD,AUTO,Alloy,0.573333,AMERICAN,SMALL,FORD,0.094064,0.11008,0.09406,0.106831,0.160807,0.172281,0.160787,0.169032,GA,0.100013,0,0.079306,0
ADESA,0.444444,DODGE,AUTO,Alloy,0.668948,AMERICAN,MEDIUM,CHRYSLER,0.235834,0.295196,0.311203,0.355198,0.241168,0.292342,0.331579,0.358424,TX,0.227102,0,0.131751,0
OTHER,0.444444,CHRYSLER,AUTO,Covers,0.509865,AMERICAN,SPECIAL,CHRYSLER,0.104857,0.126932,0.10485,0.123179,0.126269,0.152262,0.126267,0.14937,CA,0.09935,0,0.134878,0
ADESA,0.555556,CHEVROLET,AUTO,Alloy,0.757656,AMERICAN,LARGE,GM,0.086888,0.117123,0.150724,0.174335,0.099511,0.13018,0.172939,0.204782,CO,0.113606,0,0.240193,0
MANHEIM,0.444444,CHRYSLER,AUTO,Alloy,0.656179,AMERICAN,MEDIUM,CHRYSLER,0.16083,0.194059,0.236704,0.262858,0.162306,0.19769,0.224143,0.253073,FL,0.148307,0,0.115122,0
ADESA,0.222222,SATURN,AUTO,Covers,0.359214,AMERICAN,MEDIUM,GM,0.173804,0.19554,0.173794,0.189779,0.182361,0.206352,0.182342,0.202458,TX,0.132283,0,0.022882,0
MANHEIM,0.555556,DODGE,AUTO,Covers,0.755537,AMERICAN,SPECIAL,CHRYSLER,0.080429,0.107258,0.154233,0.167906,0.078579,0.107053,0.119117,0.151469,FL,0.130957,0,0.184906,0
ADESA,0.555556,DODGE,AUTO,Alloy,0.701791,AMERICAN,SPECIAL,CHRYSLER,0.10058,0.118073,0.100571,0.114591,0.128447,0.149182,0.128441,0.146373,NC,0.090288,0,0.184906,0
OTHER,0.111111,DODGE,AUTO,Covers,0.359377,AMERICAN,MEDIUM,CHRYSLER,0.18609,0.19322,0.186073,0.187519,0.18205,0.187185,0.182028,0.183646,OK,0.158585,0,0.032831,0
OTHER,0.666667,CHEVROLET,AUTO,Alloy,0.674512,AMERICAN,MEDIUM,GM,0.123055,0.145181,0.123056,0.140909,0.113456,0.136807,0.184856,0.213551,OK,0.156043,0,0.141131,0
MANHEIM,0.333333,PONTIAC,AUTO,Alloy,0.665098,AMERICAN,LARGE,GM,0.142488,0.175698,0.218498,0.23885,0.169745,0.202337,0.253608,0.30004,AZ,0.123,0,0.214895,0
OTHER,0.222222,DODGE,AUTO,Covers,0.371929,AMERICAN,MEDIUM,CHRYSLER,0.201361,0.21091,0.255282,0.253717,0.216785,0.220514,0.288468,0.280753,OK,0.158585,0,0.032831,0
MANHEIM,1,KIA,AUTO,Alloy,0.620757,ASIAN,MEDIUM,OTHER,0.008238,0.017299,0.058392,0.061904,0.026702,0.036464,0.053692,0.076297,FL,0.095593,0,0.091103,0
MANHEIM,0.555556,CHRYSLER,AUTO,Alloy,0.621713,AMERICAN,MEDIUM,CHRYSLER,0.209857,0.241455,0.262272,0.287318,0.191271,0.229314,0.256489,0.275682,TX,0.199474,0,0.131751,0
MANHEIM,0.222222,DODGE,AUTO,Covers,0.566542,AMERICAN,LARGE,CHRYSLER,0.261697,0.308303,0.369063,0.378679,0.22298,0.224584,0.345224,0.331593,TX,0.17052,0,0.010091,0
MANHEIM,0.222222,KIA,AUTO,Alloy,0.638053,ASIAN,MEDIUM,OTHER,0.18942,0.197971,0.189422,0.19214,0.195118,0.209542,0.268694,0.267488,FL,0.158143,0,0.048465,0
OTHER,0.333333,PONTIAC,AUTO,Alloy,0.563936,AMERICAN,MEDIUM,GM,0.20426,0.236034,0.270618,0.287418,0.199926,0.227059,0.26102,0.280204,CA,0.169746,0,0.093235,0
MANHEIM,0.444444,CHEVROLET,AUTO,Alloy,0.554801,AMERICAN,SMALL,GM,0.112234,0.136014,0.112239,0.131994,0.12972,0.158862,0.129698,0.155866,CO,0.127752,0,0.037806,0
ADESA,0.555556,JEEP,AUTO,Alloy,0.770903,AMERICAN,MEDIUM,CHRYSLER,0.24169,0.285443,0.280106,0.307283,0.243685,0.280022,0.313114,0.354052,NC,0.188865,0,0.247868,0
OTHER,0.222222,JEEP,AUTO,Alloy,0.493913,AMERICAN,SMALL,CHRYSLER,0.259659,0.291898,0.371934,0.370065,0.287896,0.33194,0.375658,0.393525,CA,0.191738,0,0.100483,0
MANHEIM,0.333333,NISSAN,AUTO,Covers,0.569906,ASIAN,MEDIUM,OTHER,0.284747,0.313948,0.354233,0.381266,0.298871,0.333727,0.357927,0.3929,FL,0.20942,0,0.023877,0
ADESA,0.555556,CHRYSLER,AUTO,Covers,0.530345,AMERICAN,MEDIUM,CHRYSLER,0.100609,0.125227,0.157847,0.178428,0.093825,0.111811,0.160342,0.172704,NC,0.123,0,0.107021,0
MANHEIM,0.333333,FORD,AUTO,Alloy,0.762084,AMERICAN,MEDIUM,FORD,0.131064,0.160439,0.131056,0.155701,0.106752,0.14096,0.185511,0.208504,NC,0.114269,0,0.074048,0
OTHER,0.444444,CHEVROLET,AUTO,Covers,0.582125,AMERICAN,LARGE,GM,0.10589,0.136685,0.105887,0.132647,0.119424,0.151547,0.119405,0.148671,TX,0.134272,0,0.176379,0
MANHEIM,0.444444,CHRYSLER,AUTO,Alloy,0.687453,AMERICAN,MEDIUM,CHRYSLER,0.150508,0.175944,0.187108,0.205588,0.162267,0.188774,0.205308,0.226531,TX,0.133609,0,0.129477,0
MANHEIM,0.444444,DODGE,AUTO,Alloy,0.841233,AMERICAN,MEDIUM,CHRYSLER,0.096159,0.121734,0.163508,0.191888,0.115719,0.137852,0.180718,0.186644,TX,0.096587,0,0.124929,0
OTHER,0.444444,HYUNDAI,AUTO,Covers,0.63781,ASIAN,MEDIUM,OTHER,0.104885,0.130565,0.167841,0.18895,0.116709,0.142747,0.180509,0.19976,UT,0.128967,1,0.015208,0
MANHEIM,0.555556,FORD,AUTO,Alloy,0.44133,AMERICAN,SPECIAL,FORD,0.13336,0.169214,0.188944,0.225967,0.117925,0.136065,0.2023,0.210703,FL,0.132835,0,0.100483,0
OTHER,0.111111,MITSUBISHI,AUTO,Alloy,0.407009,ASIAN,MEDIUM,OTHER,0.242293,0.245731,0.242286,0.238498,0.230956,0.244768,0.230953,0.240157,NC,0.176266,0,0.002843,0
